country,year,region,is_resource_rich,is_high_institution,is_thailand_peer,gdp_growth,manufacturing_share,services_share,agriculture_share,structural_change_velocity,human_capital_index,institutional_quality,infrastructure_index,investment_rate,trade_openness,government_expenditure,employment_manufacturing_share,employment_services_share,iv_trade_policy,iv_geography,gdp_per_capita_lag,regime,regime_label
South Korea,1992,East Asia,0,1,0,4.309154606868984,30.014875788601884,38.33427457007694,31.650849641321173,0.2252257453869646,0.8243524796661328,3.2046050975878257,50.838805593757854,13.34115541516617,61.7853889096601,14.686661734314173,27.81137460939864,35.667683132754725,-1.515744114997232,1.5475052013300616,51697.938836547764,1,High-Growth
South Korea,1993,East Asia,0,1,0,4.586475933885058,37.28692312579924,49.0134814798443,13.699595394356457,2.817088545345661,0.9555306808149525,1.2876633270071407,48.625541331923195,8.965446175883782,31.726749001452024,17.80123816275722,43.21224672099665,40.30664355899974,0.2237879516388985,-0.016422896072752075,51419.19663672404,1,High-Growth
South Korea,1994,East Asia,0,1,0,12.221027905303574,31.084484459854224,57.52993052482886,11.385585015316913,2.8637829792526226,0.9390060988604051,2.2007138223911564,56.4106186381941,24.725238645538475,77.7175895145727,22.922893087184185,28.021257915251862,60.981795590044584,1.1692955904456728,1.3821589910375272,51174.354943794824,1,High-Growth
South Korea,1995,East Asia,0,1,0,6.5022753288578485,44.65207173206686,35.19677194815317,20.15115631977997,2.2373466177458026,0.6109991781508959,1.534493787521781,82.17677793910948,21.528792544159227,51.160913703903724,9.840863154120484,42.38601093776512,35.084938681302276,2.16325472330546,-0.30777823495300083,50984.57516383197,1,High-Growth
South Korea,1996,East Asia,0,1,0,9.6896391289221,34.23763574090438,48.34825830924407,17.414105949851546,2.7157930194330784,0.7059913684734538,0.9642796625393661,67.11134989347462,28.589053998878178,24.337117514723495,18.797818044881257,22.596012305420995,52.18019594434712,-1.5231869047837747,-0.5589218472715883,51088.60593753226,1,High-Growth
South Korea,1997,East Asia,0,1,0,10.51518468147637,30.558403786454413,67.57388483328708,2.0,1.396027800832488,0.3561791065069877,2.028017340063999,57.86918663471083,11.830137462954294,67.70891118248383,19.462804282627193,20.99925451609088,47.839225051857696,0.8724573282801447,0.650201177958661,50875.41206811031,1,High-Growth
South Korea,1998,East Asia,0,1,0,9.711465340629934,22.79579863260209,36.69710316142507,40.507098205972845,1.4088279672890045,0.7305009173984038,1.210516730572404,71.88083094771444,9.987684606476448,86.09411510183148,17.507092929644585,23.330569064067404,34.91394695409122,0.4567532191537839,0.5697672802322039,51173.85428000866,1,High-Growth
South Korea,1999,East Asia,0,1,0,10.300535694867508,36.57216935761176,53.508045091062144,9.919785551326093,1.3205286114255466,0.9180175823174209,0.6883292375288764,94.81410649366222,19.678736394845252,14.230622447048795,18.768626489464737,24.276228174398703,54.90441952067581,-0.6526239793023909,-0.4461834332147797,50030.22963452723,1,High-Growth
South Korea,2000,East Asia,0,1,0,2.4334152119338732,22.328777412114214,54.12497587373157,23.546246714154208,3.071600317301664,0.7738186342677448,0.33962862824494455,68.2843296578703,19.971179687275452,21.040882770186432,27.020389810602904,21.78110738890074,46.91852619973498,0.02688583899453078,0.20838280794755248,49979.132565787855,0,Low-Growth
South Korea,2001,East Asia,0,1,0,5.55908017170181,26.987039920840676,41.626796485368544,31.386163593790783,5.095373053699046,0.8141264291900515,0.8145852122606438,78.78874172034239,31.194843492688015,73.11584207281922,18.357782219521045,18.097850207432472,41.823836803401576,0.3934853854217496,0.8951932200277323,51342.58590084098,1,High-Growth
South Korea,2002,East Asia,0,1,0,9.021028970957484,45.539152525074606,47.371195256308795,7.0896522186165996,5.650521745250531,0.6226218272865649,3.583156563798299,74.36866175193971,14.788655971084413,37.902854148641964,16.077916150834078,40.29455356588758,46.34917702927649,-0.573700003938579,-0.02435459226098284,52121.13517930593,1,High-Growth
South Korea,2003,East Asia,0,1,0,12.173343429762825,35.3040278253456,46.44037592061913,18.255596254035268,2.727035945460833,0.5805811152202393,1.191148155091986,47.57123889183615,23.193784980842235,66.17989849256853,15.100881226203756,39.356836757859874,33.25758560149487,-1.4643748802098202,0.22445181855997204,51598.54915130608,1,High-Growth
South Korea,2004,East Asia,0,1,0,10.721492834341262,43.62944666745037,44.537898365991516,11.832654966558117,1.1547454001183608,0.874548990623001,2.2827874540961037,50.154117645236255,31.812322797807166,84.5022838536863,14.246623790942824,38.357295164539465,43.384568463351236,0.2606737658239071,-0.5503051538454201,50764.18831603097,1,High-Growth
South Korea,2005,East Asia,0,1,0,8.895208351410433,39.348801236755456,40.55262801496673,20.098570748277815,3.0433974212966897,0.3227186069054888,2.878518840446524,48.904293318328506,17.100472468774942,22.008252634346405,10.231911145674566,40.61446949477612,33.65238828762693,0.3465038817307158,-0.04692057887918407,51363.52041361156,1,High-Growth
South Korea,2006,East Asia,0,1,0,5.467566391367785,42.97013455557712,39.07492100206425,17.95494444235863,1.613163797319502,0.6937827258551132,3.300911748761173,88.9533261317024,17.210782924737128,41.268557392039284,16.070189692695706,52.22373570278826,37.40604354543317,0.43004164719106963,1.0302834540318422,51269.39457951326,1,High-Growth
South Korea,2007,East Asia,0,1,0,6.257869861820774,34.42718992468749,44.5533331618819,21.0194769134306,2.9552590872739595,0.7737918828710949,2.379168092658695,76.18925129837126,20.629081522528725,10.0,23.497966048214888,29.92747685304113,46.76770138421923,-2.8962553781936893,2.0883747047807275,51105.205185922416,1,High-Growth
South Korea,2008,East Asia,0,1,0,6.4105981511554955,39.90219124050056,32.35901324191613,27.738795517583313,0.25246207860838976,1.0611047030800178,1.2711811190839841,81.86149309769584,26.960541845510033,62.392047199315115,18.902513430861458,34.83430173554687,40.788935430007456,-0.05761879703358539,0.2010990467149675,51725.327198003804,1,High-Growth
South Korea,2009,East Asia,0,1,0,9.74436029073553,40.10984177623348,31.283941047234197,28.606217176532322,4.766863064602192,0.6100481910471969,1.8631625582868399,68.48586224970963,19.48689322725606,58.21906025758701,19.928143292701638,35.47250835988406,35.728034173784,0.45353430151397983,-0.24415663529064868,51707.04358414418,1,High-Growth
South Korea,2010,East Asia,0,1,0,6.3322644996061115,39.77920055879886,53.414072907730784,6.8067265334703535,0.9048729932800161,0.996356021996743,1.319933295560968,82.88364680207313,18.61542540572904,50.38947618953669,11.422349478628789,20.366545872320337,60.84801707178439,-0.8469613483183278,-0.9913923494563072,50173.30494319814,1,High-Growth
South Korea,2011,East Asia,0,1,0,3.617960940664997,48.13612128109095,57.11780507211161,2.0,1.3763006903554476,1.0999999999999999,2.678118584389913,77.32752924737065,5.0,107.27356431476855,9.662565199418424,22.668274297018357,60.16707135610519,2.439752406339273,1.3842728185105182,51556.95456002618,0,Low-Growth
South Korea,2012,East Asia,0,1,0,9.967009192333677,41.07142871829412,48.37429708763251,10.554274194073365,0.20840220790375213,0.7966110308150717,0.5952424933599885,79.1898738469984,6.456345486436916,47.541509330131255,12.068453357094494,23.791944979375618,44.842205345703135,1.3920022863445993,0.918316606002313,50514.74969818841,1,High-Growth
South Korea,2013,East Asia,0,1,0,6.13708644055648,27.140100851693525,42.3044022000357,30.55549694827078,1.1001041980491038,0.6687483317704548,1.626450607375152,64.58961757622693,15.18905884839029,57.994548353563424,8.442037598809984,24.102986443528522,37.94934717841447,0.5524899544171478,0.22391413406466143,52007.070214986925,1,High-Growth
South Korea,2014,East Asia,0,1,0,6.868952944931889,35.97838002425827,51.51957634843666,12.50204362730507,0.09772014065140866,0.8280887536805824,0.6576099746318936,75.85648623673578,8.779157825602452,93.73941857967348,10.53682058765229,23.79678271398962,40.815813018428415,0.8949243769444413,-0.2949496782920278,51973.87103633687,1,High-Growth
South Korea,2015,East Asia,0,1,0,5.9347646827260325,28.317223573921943,70.74178953328067,2.0,2.3751968380590256,0.8764731065340542,2.260532257118518,93.20698646177247,18.517698728978335,46.754482506664345,18.26286883187466,21.821241149951966,73.89559062232709,2.2105230015913513,-0.5574917850078336,50690.09851021046,1,High-Growth
South Korea,2016,East Asia,0,1,0,10.848858885603342,28.570603456242154,64.6694016653288,6.7599948784290405,3.3554016281528813,0.7549617637438009,2.1827796950223304,110.0,16.966978072100105,44.91049099744096,14.509914516308138,17.058040333558004,51.90420294567309,-1.2239402667622565,0.03408346825922607,51015.01338447068,1,High-Growth
South Korea,2017,East Asia,0,1,0,5.450621310171428,37.64704185771566,55.002347539307095,7.350610602977248,3.987471285142911,0.9021084854771358,2.9732027909679504,71.25538471963192,33.38057909470163,60.47547523415113,13.769928865449547,29.69772532598336,54.1085064178366,0.0760053914124115,0.5387559924463692,50964.66320346032,1,High-Growth
South Korea,2018,East Asia,0,1,0,5.502830314732725,34.110191509210395,34.153108302422524,31.73670018836708,1.4710598851795331,1.0394139762815655,2.8095721447131226,99.73707181360766,11.261497882619368,42.089788757629954,25.2785861998751,28.254951420238594,42.61964441738066,0.39331783939437187,0.1920491164900316,51295.44176789875,1,High-Growth
South Korea,2019,East Asia,0,1,0,7.3051475073848895,40.664869413508725,56.48042780153501,2.8547027849562667,1.571978921015899,0.6623150569663333,-0.7034464477239557,99.41986990368815,11.173067150609011,10.0,20.331471627185785,52.80739549567593,50.78095186924374,0.8384907744516419,0.08182935854756501,51425.55517340443,1,High-Growth
South Korea,2020,East Asia,0,1,0,9.062279391186443,37.13913851257522,48.86037367435216,14.000487813072617,1.3361809072860975,1.0188063524304782,1.2900482919655096,81.66382260760733,24.292078748563227,27.538300455224068,18.16908694421477,29.643576474167222,51.93292577459489,0.4746982328799528,-0.025026958745143917,51908.883149600144,1,High-Growth
Taiwan,1980,East Asia,0,1,0,11.012234332071076,35.08282095874704,29.257965211798087,35.65921382945486,2.130227326150745,0.5042162943467998,0.7685853574088602,42.195430455218315,20.453199399176857,63.24231885891827,17.577007331645454,31.47982678029579,26.615127218453107,-1.9754665663538713,-0.9393353938187543,50427.95622213919,1,High-Growth
Taiwan,1981,East Asia,0,1,0,4.575656237891538,47.24600665874958,59.6251422203678,2.0,0.426885741860416,0.7816089205274929,1.6784009486425338,41.14371043322941,15.092778691672482,42.43825783779679,15.670939088752627,39.407102522421916,55.098764966879344,0.0030460201534144695,0.43693816974634986,51120.32313739317,1,High-Growth
Taiwan,1982,East Asia,0,1,0,6.846538385928454,14.568630920784361,56.21183893487128,29.21953014434436,2.733757396830842,0.5322851897160975,0.09586436872876858,20.370293436299704,24.331701825638305,68.97887900756618,14.540937595639683,4.105316965747026,45.98484429974872,0.3918040054025465,-1.4789115687741288,50641.67995988958,1,High-Growth
Taiwan,1983,East Asia,0,1,0,7.530662626469144,35.95664294731323,33.323172709421335,30.720184343265437,2.3931430033289827,0.5502205640459545,1.4672345525880817,34.60098061390206,16.45374199046792,27.879932149327477,16.962323640459463,41.074772487923866,23.133440629556087,-1.6135613978767411,1.4711703274936085,50470.338161424064,1,High-Growth
Taiwan,1984,East Asia,0,1,0,6.587175184444323,30.155075682105085,66.91211656256323,2.9328077553316803,1.3558517426785381,0.5088132887781447,4.0887698559186045,40.71427615494992,25.936762976074455,57.4823145101623,25.81044773639279,33.541558208834616,60.54212470922304,-0.7534178703461835,0.4599721429391164,50261.14231512395,1,High-Growth
Taiwan,1985,East Asia,0,1,0,11.938271115440664,32.07742758950313,47.216163670378904,20.706408740117965,2.694252579059393,0.44425789422340234,2.9404966895333104,41.14658581542906,11.624712138544483,63.41631881318216,25.114224927977983,30.274376624220952,49.54897988681745,-0.7567950885694608,-1.4218106667418438,51375.66682597774,1,High-Growth
Taiwan,1986,East Asia,0,1,0,5.51705087821209,45.62555313479246,51.67476011280792,2.6996867523996215,0.9117755441632153,0.9227503517351626,0.7277781235438284,66.11760192121855,20.456104999176677,56.714806971581424,27.17081055847519,41.134499964301924,50.679732214710356,1.0725073373098022,-0.3649527295428853,50230.3951663305,1,High-Growth
Taiwan,1987,East Asia,0,1,0,1.1384421308834134,51.44965703952258,31.7614996113398,16.788843349137622,0.442507247171544,0.5644780050166619,1.868888037370921,65.63605818808945,26.883787906877963,35.42306403577654,16.99726971728153,44.067453939391726,27.400529184062464,1.6073455760199926,0.49097495163825133,51042.43889302491,0,Low-Growth
Taiwan,1988,East Asia,0,1,0,10.11741395789652,36.448172469629654,29.43801662452984,34.11381090584051,0.7993759035052832,0.5162964659312257,0.8656599819002918,63.3954602813264,29.906264571469087,50.531789418401544,19.85299807559378,41.56706275219297,27.55730937710579,2.601683114180395,0.5655096456315442,49819.618620422094,1,High-Growth
Taiwan,1989,East Asia,0,1,0,9.155091630085497,45.318022032661965,53.0781762152395,2.0,0.27691196796754763,0.43835526455659524,1.2491720912567696,43.042193186860494,15.355812401562218,64.71446011051523,28.01942702610844,39.831564242966024,38.249064808787,0.4446026682201407,1.196631486645651,50420.10854784031,1,High-Growth
Taiwan,1990,East Asia,0,1,0,6.386989375411502,28.720813495342078,52.77936520612631,18.49982129853162,1.2581037027844368,0.6929298665860543,0.43500938663748,50.438125495148846,25.77905086262217,40.67917119770583,28.36178310740043,20.681075525668284,49.280236265018246,0.9325908318730899,-1.4183657329330317,49869.59559400961,1,High-Growth
Taiwan,1991,East Asia,0,1,0,4.779735368715537,30.585134832860426,75.69839142801902,2.0,0.3715048026852228,0.6656826954795556,3.3505319430814504,88.29139332238685,36.49202861309118,80.20915576482855,24.144375154868776,28.09261119297267,76.96665449761657,-0.5511857163285334,-0.8181988834223072,50773.31277129452,1,High-Growth
Taiwan,1992,East Asia,0,1,0,5.594696369696766,40.57109957965372,56.46366250284613,2.965237917500154,1.6768137725836947,0.8676295121582893,0.12997306303979395,56.495108110804225,14.265421435177561,10.0,17.503915884943805,31.468993606484393,63.63553358017794,0.6308116845547775,-1.024186824329205,51727.046283167096,1,High-Growth
Taiwan,1993,East Asia,0,1,0,10.625730794016306,33.18812720920135,33.486729159318244,33.3251436314804,0.755586447857894,0.8173122929556279,3.761503567121531,83.74865292408283,16.089204625709808,22.00956416777472,18.845317481467223,14.812263642149231,31.761330701077682,-0.14760258629866868,-0.46603650186824225,50027.648466366605,1,High-Growth
Taiwan,1994,East Asia,0,1,0,7.184949006931424,25.640665314317694,25.0,49.35933468568231,1.4449701898987275,0.9278377395004617,3.493511057457444,54.94355615120592,15.182303517105755,61.719356401875594,12.009687364870251,22.06016127102276,25.372801043942587,1.2269332238843076,-0.10015407647995278,50748.163124911516,1,High-Growth
Taiwan,1995,East Asia,0,1,0,3.264723002048807,33.188168864787784,49.408386081794134,17.403445053418082,3.327169252466499,0.5495231573979483,3.291226282751426,58.93314598436147,19.829061645212512,31.319708021304415,8.0,32.41850467154398,49.92848763604824,-0.2813275571182134,0.06699071722487192,51132.96960885205,0,Low-Growth
Taiwan,1996,East Asia,0,1,0,2.0000563417642017,41.35411743697462,29.948526921969005,28.697355641056376,2.0871158643332586,0.47451272930648924,2.0597159789202317,63.66537776553775,7.078945472755924,79.11848386142928,13.592450539211704,26.38183906280218,27.854687030220397,1.1486373494287152,-1.015821818978397,50930.83992492399,0,Low-Growth
Taiwan,1997,East Asia,0,1,0,8.811699661721148,36.411532442217805,40.595665931000134,22.99280162678206,0.15518044129743935,0.6989215824569562,0.21343318561727176,21.579742747580887,23.492478433261343,72.59837102715488,8.0,21.77605749128438,40.30634626882846,2.0574954697116987,0.020793707675407894,50560.99852938543,1,High-Growth
Taiwan,1998,East Asia,0,1,0,8.305073525960177,29.832286567003717,35.40969592019695,34.75801751279933,0.5345129556359351,0.5510007087611932,1.6472043791937545,90.9701768770434,22.584634184928234,43.69116244684281,16.249132386506737,14.539118020813982,36.55932362911732,-0.07783719701280203,-0.18047991359062565,52546.55378392243,1,High-Growth
Taiwan,1999,East Asia,0,1,0,6.319195695771439,31.589139230355652,58.781348510361056,9.629512259283288,1.7265408210755289,0.48625830325239505,2.603074721490244,57.777838716915085,34.98638220974036,77.00120164286622,15.316068626047493,33.36455222572735,53.501509421223915,0.8527736751222195,0.48473281729447476,50551.821672504564,1,High-Growth
Taiwan,2000,East Asia,0,1,0,7.136066645578087,32.32179734314767,40.15621844109604,27.521984215756298,0.4102451586987059,0.7735398598390192,3.975029903091774,52.9870062861859,20.193755653382066,85.30551388538572,17.52215165252571,28.78173177894606,29.741340608985514,0.4283070972076486,-0.18714426500454878,51492.86499783993,1,High-Growth
Taiwan,2001,East Asia,0,1,0,14.052810591939796,39.6370653857086,48.909555798986,11.453378815305399,1.888768603154672,0.6650250560783968,1.9061806121540292,65.76897884791455,21.347687810156913,82.93993839019899,11.960744608322154,40.74594052041476,53.68152715104905,-0.11806852699107874,-2.1218548990085946,50721.089006452785,1,High-Growth
Taiwan,2002,East Asia,0,1,0,10.408184272954449,27.005582141640716,38.94270094526139,34.05171691309789,3.1812400530091063,0.808010035230207,1.2132814809963668,65.89763382277968,16.865934807649424,26.939745387537435,27.69225413681665,19.86357533186877,42.15834689265786,1.5213160519224513,0.9983108981479604,50834.189843640976,1,High-Growth
Taiwan,2003,East Asia,0,1,0,8.173031816255149,27.770385114158977,48.89231138065924,23.33730350518178,0.858079582319605,0.9121519082692346,0.9424592432419283,75.6173948380926,22.266302972369136,43.52737565739807,21.520162808851648,19.57865660402122,50.39304105845428,-1.3459796802467485,0.12637957954641182,52044.464499529146,1,High-Growth
Taiwan,2004,East Asia,0,1,0,3.682554232698786,39.11126279727132,47.15498138327518,13.7337558194535,2.2012601985471183,0.8153780695221496,2.2616657622741236,90.44549762934335,23.2785492554281,43.968558634536436,22.035442207216388,46.15036656571208,41.50133196872802,-0.9745293046706415,1.1070806692869728,51039.8094180232,0,Low-Growth
Taiwan,2005,East Asia,0,1,0,3.0394586506905417,30.717374512368618,43.91360061235007,25.369024875281305,2.163960661138029,0.7785749519668601,2.3513421805668475,68.46770444145236,24.104846385408663,43.51133306040207,22.43286288532502,28.354394303727492,33.36046831727684,1.0859821161750323,-0.535963445114048,51529.028899140576,0,Low-Growth
Taiwan,2006,East Asia,0,1,0,10.875493798696034,33.21227214102518,40.80819844658163,25.97952941239319,1.4611607882245348,0.7125230325748588,2.4599302823304603,51.955340873451185,11.570540646829167,23.304926960520174,23.701845551841455,37.93248908447371,36.08802093627334,-0.16882172319001063,0.07005216311318138,51730.9391513041,1,High-Growth
Taiwan,2007,East Asia,0,1,0,5.239170638625742,42.801581038259435,51.013130039278145,6.185288922462419,1.8791632331974868,0.9161569138850711,-1.7438787515990843,87.56812979296362,14.76739453498061,10.0,21.067215597149882,46.00021633854553,44.86006519278912,0.9528745472029388,1.6122782579886454,51832.45722679202,1,High-Growth
Taiwan,2008,East Asia,0,1,0,10.41310256003632,35.60346911121274,25.776410257233977,38.62012063155328,1.0078750237401028,0.6475130107025713,4.105131260997377,75.96171281351495,20.985638454275886,63.787134401011684,18.26161467823472,40.55271476095126,20.79131942233976,0.1946074552372427,-0.7424705856980482,50539.988744389644,1,High-Growth
Taiwan,2009,East Asia,0,1,0,3.6150220771641686,31.565582203861922,36.69094824151373,31.743469554624347,1.3126349273436677,0.7695341641056959,-0.3056644488372027,91.20083945534404,20.659518023476025,13.561212513376738,16.14474553770082,20.504014792923368,34.778475733632455,1.3404504460231446,-1.8751724696457446,51282.51303957371,0,Low-Growth
Taiwan,2010,East Asia,0,1,0,5.806678125759097,36.705573025901515,35.97636801913417,27.318058954964314,0.8618921286667637,0.6705961214794767,2.7912085663183177,81.31967473007913,35.20952548602406,48.48347965463448,13.749559398537222,18.252107585039557,22.648168729787805,-1.5841359430054898,0.2671266510114834,51504.36251161496,1,High-Growth
Taiwan,2011,East Asia,0,1,0,4.58958071603384,31.135511586532484,46.76151614382659,22.102972269640922,3.2244412565108487,0.9325258973798298,1.1777632225130013,68.83211661877067,5.0,32.021167018939494,16.733218567033834,18.76114134810532,41.16469831159245,0.07685188295876821,-0.22485598180807856,50949.99870958827,1,High-Growth
Taiwan,2012,East Asia,0,1,0,8.284547654270932,26.27680738045723,61.93118855695524,11.79200406258753,0.19717626456852347,0.8088274434417272,2.3498573079078686,86.89824196895253,27.62509307130596,57.178104130045604,14.325375752157372,22.921277604205187,45.11322119079364,0.10855970577652314,-0.0332299906444608,51195.94157136373,1,High-Growth
Taiwan,2013,East Asia,0,1,0,4.055882653156215,30.610200738072308,46.11413881369338,23.275660448234312,0.31971278399480074,0.6598487288611063,3.0188494090376405,71.60737727678247,27.755657604213894,60.67985904679212,14.122636140937182,35.35668514951055,33.24619474941072,0.9191541736100015,1.0005823180429783,50989.68989546168,0,Low-Growth
Taiwan,2014,East Asia,0,1,0,10.306093478262392,37.309549034238856,48.12386206525465,14.566588900506495,0.2686174829410956,0.9436212409739674,2.4521864646626557,59.57202040142728,30.43472194302522,10.0,24.195277226049946,38.25501133731059,35.43624815790427,-0.4108142879545848,-1.1057046684859357,51242.53948485563,1,High-Growth
Taiwan,2015,East Asia,0,1,0,7.599405087939656,45.48246996895686,61.74820572947947,2.0,1.1243360531566042,0.7986167189383209,-0.5201258306651404,74.91194900255717,27.71881306477966,90.3895705887058,10.593906768720467,30.996628400245132,55.328808939560155,0.2801611588196068,-0.8096035199216461,51587.030522232046,1,High-Growth
Taiwan,2016,East Asia,0,1,0,5.993723226005291,39.370273984029595,45.07706723773126,15.552658778239149,0.8727717810531372,0.8215585294111255,1.3939644489535976,82.64983455176807,17.92963149866318,89.96617926261791,21.365516687647432,29.16959097168443,45.28185959702264,-0.33381948975600995,1.1731246375866413,51584.82109609905,1,High-Growth
Taiwan,2017,East Asia,0,1,0,7.603320028704844,22.432990783452006,31.478790373082337,46.08821884346567,2.387850012798111,0.867441464214556,3.5790179993821103,110.0,25.104408811526056,62.521111873611424,8.0,15.511633357190767,24.611139397928138,-0.620847598251116,-0.1681438185847896,51188.95471115143,1,High-Growth
Taiwan,2018,East Asia,0,1,0,3.3736158582368314,26.418055794081546,47.870962369333796,25.710981836584665,4.148165339499947,0.7160923112620364,-1.5363450272955954,86.30993667179833,28.80767707998857,98.95868635551486,10.622702433285498,23.75881019373312,39.7426372274141,-0.10594835430413566,2.6443433470170348,50698.51483580242,0,Low-Growth
Taiwan,2019,East Asia,0,1,0,8.535888911384584,43.68629059951478,46.17579784165075,10.137911558834475,0.6161010790082047,0.8032527148867313,1.8229523294941288,86.65211586753884,24.972575118848408,40.75974159890915,20.26260236341312,34.69335572313154,49.35765836836504,-0.05139372358848624,-1.7730324682068814,52105.96075035699,1,High-Growth
Taiwan,2020,East Asia,0,1,0,3.9550197398702225,30.234709647652064,61.49325711804981,8.27203323429812,4.271348427957391,1.0999999999999999,2.7672681708792624,96.3485837119374,19.560847995069707,57.138851871441425,21.126734570276028,28.089348898389584,60.46882064882785,0.08958068125524882,-0.1973384203073261,51424.36335817324,0,Low-Growth
Hong Kong,1980,East Asia,0,1,0,7.913384444418894,39.7484537782469,25.0,35.2515462217531,1.311801553059522,0.5792104292078163,1.477549492264923,39.17222320366671,28.992901759888106,73.68816155307144,13.362733993058345,35.03470282661738,18.856287245470178,-1.3796181647889305,-0.6267172245899651,50931.19673619138,1,High-Growth
Hong Kong,1981,East Asia,0,1,0,9.852440743586156,40.800766294783976,51.1941394453795,8.005094259836525,1.2829631904459045,0.6227883817010911,2.4604914302732186,57.51436994720361,29.511306971797143,67.7075961800266,20.108689245249497,41.37320299059837,45.87106554420203,-0.8818746512277178,-0.16306696394376388,50152.54867759677,1,High-Growth
Hong Kong,1982,East Asia,0,1,0,4.795276306490769,28.66064063200031,41.30446164433152,30.034897723668173,3.7872293339075713,0.5979940561059408,1.5014465704346691,35.143670533977144,25.27396534745924,73.43925344066396,8.354640813786155,18.55647634967859,32.4086638770253,-0.9399031011088647,0.8294748419317485,50453.0869306136,1,High-Growth
